Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,"39186 | To improve education in Kalahandi, Odisha by teaching and understanding | 0.85"
,,,,,,28714 | To improve education in Karnataka by addressing the issue of children migrating from other states and districts | 0.85
b598d3b1-6e1c-48d0-b92b-881952bed61e,Candidate Theme (Cluster 32),Locally clustered theme containing 9 objectives. Sample text: 'To address the issue of poor attendance by implementing a community-based tracking and motivation system',"issue,addressing,attendees,recognition,improve",Draft,9,40836 | To address the issue of poor attendance by implementing a community-based tracking and motivation system | 0.85
,,,,,,41173 | To improve attendance by addressing transport barriers through community partnerships | 0.85
,,,,,,4244 | To address the issue of inaccurate attendance records and ensure fair recognition for regular attendees | 0.85
,,,,,,17419 | To address the issue of poor attendance by implementing a community-based tracking and motivation system | 0.85
,,,,,,6855 | To address the issue of poor attendance by implementing a community-based tracking and motivation system | 0.85
,,,,,,14608 | To improve attendance by addressing transport barriers through community partnerships | 0.85
,,,,,,14596 | To improve attendance by addressing transport barriers through community partnerships | 0.85
,,,,,,14605 | To improve attendance by addressing transport barriers through community partnerships | 0.85
,,,,,,29129 | To address the issue of poor attendance by implementing a community-based tracking and motivation system | 0.85
299e6509-63b9-44dc-8192-016be546cef7,Candidate Theme (Cluster 33),Locally clustered theme containing 9 objectives. Sample text: 'To educate Pratima and make her self-reliant.',"grandmother,mother,becoming,tamanna,understand",Draft,9,15140 | To educate Pratima and make her self-reliant. | 0.85
,,,,,,41157 | To educate Reema and her family about the importance of education | 0.85
,,,,,,41207 | To encourage Samanti to continue her education | 0.85
,,,,,,15121 | To educate Asha by motivating her mother to send her to school | 0.85
,,,,,,15220 | To ensure Sarita completes her education and becomes self-reliant | 0.85
,,,,,,3981 | To help Sangeeta continue her education despite her family | 0.85
,,,,,,15368 | To educate Tamanna and support her family | 0.85
,,,,,,15247 | To support Sita in pursuing her education and becoming self-reliant despite her family challenges | 0.85
,,,,,,40487 | To educate Payal and make her grandmother understand the importance of education | 0.85
82f48766-d108-4320-a3ab-3b4bb18fbf6f,Candidate Theme (Cluster 40),Locally clustered theme containing 9 objectives. Sample text: 'To encourage Riya Kumari',"goldie,encourage,sunil,stand,educate",Draft,9,28542 | To encourage Riya Kumari | 0.85
,,,,,,41286 | To educate Ranju Kumari and help her stand on her own feet | 0.85
,,,,,,41417 | To help Sunil Kumar | 0.85
,,,,,,14942 | To help Neha Kumari | 0.85
,,,,,,15357 | To support Ranju Kumari | 0.85
,,,,,,15350 | To convince Kareena Kumari | 0.85
,,,,,,15287 | To get Riya | 0.85
,,,,,,29214 | To help Priyanshu Kumari | 0.85
,,,,,,40492 | To convince Goldie Kumari | 0.85
01f415be-e6d1-4da8-ad31-d61744508e1f,Candidate Theme (Cluster 61),Locally clustered theme containing 9 objectives. Sample text: 'To improve the reading ability of students.',"engaging,creating,comprehension,skills,corners",Draft,9,2 | To improve the reading ability of students. | 0.85
,,,,,,"154 | To improve student participation and reading skills through cooperation from teachers, parents, and community | 0.85"
,,,,,,16 | To improve literacy skills of Grade 3-5 students | 0.85
,,,,,,23 | Improve literacy skills of students in grades 3-5 | 0.85
,,,,,,52 | Improve reading ability in students | 0.85
,,,,,,104 | Improve reading fluency and comprehension among students in Grades 3-5 | 0.85
,,,,,,14892 | To improve reading skills of students through a reading aloud campaign and establishing a reading corner | 0.85
,,,,,,3208 | To improve the reading and writing skills of government school children through engaging activities and sessions | 0.85
,,,,,,19201 | To enhance the quality of education in government schools by creating reading corners and increasing community involvement | 0.85
0fae2d9f-86fd-4894-ab4e-98566a66d21e,Candidate Theme (Cluster 68),Locally clustered theme containing 9 objectives. Sample text: 'To reduce child labour by creating awareness about the importance of education and providing free admission to children',"creating,impact,negative,raising,village",Draft,9,40519 | To reduce child labour by creating awareness about the importance of education and providing free admission to children | 0.85
,,,,,,28728 | To raise awareness about the importance of education and the prohibition of child labor | 0.85
,,,,,,28731 | To create awareness about the Child Labor Prohibition Act and its importance in preventing child labor | 0.85
,,,,,,28733 | To raise awareness about the Child Labor Prohibition Act and ensure all children in the village attend school daily | 0.85
,,,,,,28734 | To reduce child labor by educating people about the Child Labor Prohibition Act | 0.85
,,,,,,28736 | To create awareness about the importance of education and the prohibition of child labor | 0.85
,,,,,,28745 | To eradicate child labor in Beummasanahalli village by raising awareness about the Child Labor Prohibition Act | 0.85
,,,,,,28774 | To eradicate child labor by educating the community about the Child Labor Prohibition Act | 0.85
,,,,,,4357 | To improve children's education by spreading awareness about the negative impact of child labour | 0.85
ca17622e-8c8c-4006-8fba-e21f1a25b33a,Candidate Theme (Cluster 38),Locally clustered theme containing 8 objectives. Sample text: 'To help Priyanka understand the importance of education and pursue her studies',"priya,mother,problem,understand,improve",Draft,8,40879 | To help Priyanka understand the importance of education and pursue her studies | 0.85
